,carpeta_numero,nombre_imagen,textura
70,2841864049202208711,"[['2022-05-19_21-43-36_UTC_2.jpg'], ['2841864049202208711_1.jpg']]","[[['floral', 'print']], [['floral']]]"
71,2842510185373911482,"[['2022-05-20_19-07-21_UTC_2.jpg'], ['2842510185373911482_1.jpg']]","[[['floral']], [['floral', 'print']]]"
72,2845954713469061537,"[['2022-05-25_13-11-01_UTC_3.jpg'], ['2845954713469061537_1.jpg'], ['2845954713469061537_2.jpg']]","[[['floral']], [['floral', 'print']], [['floral', 'print']]]"
73,2849968118111056833,[['2849968118111056833.jpg']],[[['print']]]
74,2856897357067054717,"[['2022-06-09_15-32-05_UTC_5.jpg'], ['2856897357067054717_1.jpg'], ['2856897357067054717_2.jpg'], ['2856897357067054717_3.jpg'], ['2856897357067054717_4.jpg']]","[[['print']], [['graphic', 'print']], [['print']], [['print']], [['floral', 'print']]]"
75,2857607601345896286,"[['2022-06-10_15-03-13_UTC_6.jpg'], ['2857607601345896286_1.jpg'], ['2857607601345896286_2.jpg'], ['2857607601345896286_3.jpg'], ['2857607601345896286_4.jpg'], ['2857607601345896286_5.jpg']]","[[['print']], [['print']], [['floral', 'print']], [['graphic']], [['print']], [['floral']]]"
76,2868516851421219014,[['2868516851421219014.jpg']],[[['print']]]
77,2872954188066079935,"[['2022-07-01_19-14-09_UTC_8.jpg'], ['2872954188066079935_1.jpg'], ['2872954188066079935_2.jpg'], ['2872954188066079935_3.jpg'], ['2872954188066079935_4.jpg'], ['2872954188066079935_5.jpg'], ['2872954188066079935_6.jpg'], ['2872954188066079935_7.jpg']]","[[['floral', 'print']], [['graphic']], [['print']], [['floral', 'print']], [['print']], [['print']], [['print']], [['print']]]"
78,2890346010664836105,"[['2022-07-25_19-08-36_UTC_3.jpg'], ['2890346010664836105_1.jpg'], ['2890346010664836105_2.jpg']]","[[['print']], [['print']], [['print']]]"
79,2890502925853057321,"[['2022-07-26_00-20-21_UTC_4.jpg'], ['2890502925853057321_1.jpg'], ['2890502925853057321_2.jpg'], ['2890502925853057321_3.jpg']]","[[['print']], [['floral']], [['print']], [['print']]]"
80,2891834553602059295,"[['2022-07-27_20-26-04_UTC_6.jpg'], ['2891834553602059295_1.jpg'], ['2891834553602059295_2.jpg'], ['2891834553602059295_3.jpg'], ['2891834553602059295_4.jpg'], ['2891834553602059295_5.jpg']]","[[['floral']], [['print']], [['print']], [['floral']], [['floral', 'print']], [['floral']]]"
81,2891894901331768145,"[['2022-07-27_22-25-58_UTC_3.jpg'], ['2891894901331768145_1.jpg'], ['2891894901331768145_2.jpg']]","[[['print']], [['floral']], [['floral']]]"
82,2895662441980532372,"[['2022-08-02_03-11-24_UTC_2.jpg'], ['2895662441980532372_1.jpg']]","[[['print']], [['graphic']]]"
83,2896341053172029017,"[['2022-08-03_01-39-40_UTC_2.jpg'], ['2896341053172029017_1.jpg']]","[[['floral']], [['floral', 'print']]]"
84,2898431068236382166,[['2898431068236382166.jpg']],[[['floral']]]
85,2898936789923179931,[['2898936789923179931.jpg']],"[[['floral', 'print']]]"
86,2907193066347741034,"[['2022-08-18_01-00-41_UTC_5.jpg'], ['2907193066347741034_1.jpg'], ['2907193066347741034_2.jpg'], ['2907193066347741034_3.jpg'], ['2907193066347741034_4.jpg']]","[[['print']], [['print']], [['floral', 'print']], [['print']], [['print']]]"
87,2908605235008905410,"[['2022-08-19_23-46-25_UTC_9.jpg'], ['2908605235008905410_1.jpg'], ['2908605235008905410_2.jpg'], ['2908605235008905410_3.jpg'], ['2908605235008905410_4.jpg'], ['2908605235008905410_5.jpg'], ['2908605235008905410_6.jpg'], ['2908605235008905410_7.jpg'], ['2908605235008905410_8.jpg']]","[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
88,2913244455613085392,[['2913244455613085392.jpg']],[[['print']]]
89,2915094399779039676,"[['2915094399779039676_1.jpg'], ['2915094399779039676_2.jpg'], ['2915094399779039676_3.jpg'], ['2915094399779039676_5.jpg'], ['2915094399779039676_6.jpg']]","[[['print']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
90,2941266821072433149,"[['2022-10-04_01-19-09_UTC_6.jpg'], ['2941266821072433149_1.jpg'], ['2941266821072433149_2.jpg'], ['2941266821072433149_3.jpg'], ['2941266821072433149_4.jpg'], ['2941266821072433149_5.jpg']]","[[['floral', 'print']], [['floral']], [['floral', 'print']], [['floral']], [['print']], [['floral']]]"
91,2947705116249320591,"[['2022-10-12_22-30-54_UTC_3.jpg'], ['2947705116249320591_1.jpg'], ['2947705116249320591_2.jpg']]","[[['print']], [['print']], [['dot']]]"
92,2958650195420476503,"[['2022-10-28_00-56-49_UTC_9.jpg'], ['2958650195420476503_1.jpg'], ['2958650195420476503_2.jpg'], ['2958650195420476503_3.jpg'], ['2958650195420476503_4.jpg'], ['2958650195420476503_5.jpg'], ['2958650195420476503_6.jpg'], ['2958650195420476503_7.jpg'], ['2958650195420476503_8.jpg']]","[[['floral']], [['floral']], [['print']], [['print']], [['floral', 'print']], [['print']], [['print']], [['print']], [['floral', 'print']]]"
93,2973099396916630544,[['2973099396916630544.jpg']],[[['print']]]
94,2973115352560940929,"[['2022-11-16_23-56-30_UTC_3.jpg'], ['2973115352560940929_1.jpg'], ['2973115352560940929_2.jpg']]","[[['floral', 'print']], [['floral']], [['floral', 'print']]]"
95,2979089229460741319,"[['2022-11-25_05-45-32_UTC_4.jpg'], ['2979089229460741319_1.jpg'], ['2979089229460741319_2.jpg'], ['2979089229460741319_3.jpg']]","[[['floral']], [['floral', 'print']], [['print']], [['floral', 'print']]]"
96,2984672574738691405,"[['2022-12-02_22-38-38_UTC_5.jpg'], ['2984672574738691405_1.jpg'], ['2984672574738691405_3.jpg'], ['2984672574738691405_4.jpg']]","[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]"
97,2987405466783250651,"[['2022-12-06_17-08-25_UTC_8.jpg'], ['2987405466783250651_1.jpg'], ['2987405466783250651_2.jpg'], ['2987405466783250651_3.jpg'], ['2987405466783250651_4.jpg'], ['2987405466783250651_5.jpg'], ['2987405466783250651_6.jpg'], ['2987405466783250651_7.jpg']]","[[['print']], [['floral', 'print']], [['print']], [['print']], [['print']], [['floral']], [['floral', 'print']], [['print']]]"
98,2996690034750091400,"[['2022-12-19_12-35-11_UTC_5.jpg'], ['2996690034750091400_1.jpg'], ['2996690034750091400_2.jpg'], ['2996690034750091400_3.jpg'], ['2996690034750091400_4.jpg']]","[[['print']], [['floral']], [['floral']], [['print']], [['floral']]]"
99,3002171390971203101,"[['2022-12-27_02-05-40_UTC_10.jpg'], ['3002171390971203101_1.jpg'], ['3002171390971203101_2.jpg'], ['3002171390971203101_3.jpg'], ['3002171390971203101_4.jpg'], ['3002171390971203101_6.jpg'], ['3002171390971203101_7.jpg'], ['3002171390971203101_8.jpg'], ['3002171390971203101_9.jpg']]","[[['print']], [['print']], [['floral']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['floral']], [['floral', 'print']]]"
100,3011400288895810953,"[['2023-01-08_19-41-50_UTC_10.jpg'], ['3011400288895810953_1.jpg'], ['3011400288895810953_2.jpg'], ['3011400288895810953_3.jpg'], ['3011400288895810953_4.jpg'], ['3011400288895810953_5.jpg'], ['3011400288895810953_6.jpg'], ['3011400288895810953_7.jpg'], ['3011400288895810953_8.jpg'], ['3011400288895810953_9.jpg']]","[[['print']], [['floral']], [['print']], [['floral']], [['floral']], [['floral', 'print']], [['floral']], [['print']], [['floral']], [['print']]]"
101,3014521763702602081,"[['2023-01-13_03-03-39_UTC_10.jpg'], ['3014521763702602081_1.jpg'], ['3014521763702602081_2.jpg'], ['3014521763702602081_3.jpg'], ['3014521763702602081_4.jpg'], ['3014521763702602081_5.jpg'], ['3014521763702602081_6.jpg'], ['3014521763702602081_7.jpg'], ['3014521763702602081_8.jpg'], ['3014521763702602081_9.jpg']]","[[['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['floral']], [['print']], [['print']], [['floral']], [['print']], [['floral']]]"
102,3016780790453891757,[['3016780790453891757.jpg']],"[[['floral', 'print']]]"
103,3018666097041058492,"[['2023-01-18_20-17-42_UTC_3.jpg'], ['3018666097041058492_1.jpg'], ['3018666097041058492_2.jpg']]","[[['print']], [['floral']], [['floral', 'print']]]"
104,3021795142189235304,"[['2023-01-23_03-54-33_UTC_7.jpg'], ['3021795142189235304_1.jpg'], ['3021795142189235304_2.jpg'], ['3021795142189235304_3.jpg'], ['3021795142189235304_4.jpg'], ['3021795142189235304_5.jpg']]","[[['floral']], [['print']], [['print']], [['floral']], [['print']], [['floral', 'print']]]"
105,3035904879855895026,[['3035904879855895026.jpg']],"[[['floral', 'print']]]"
106,3038359563027226406,"[['2023-02-15_00-25-06_UTC_2.jpg'], ['3038359563027226406_1.jpg']]","[[['print']], [['floral']]]"
107,3045491664302229902,"[['2023-02-24_20-35-19_UTC_6.jpg'], ['3045491664302229902_1.jpg'], ['3045491664302229902_2.jpg'], ['3045491664302229902_3.jpg'], ['3045491664302229902_4.jpg'], ['3045491664302229902_5.jpg']]","[[['floral', 'print']], [['floral']], [['print']], [['floral', 'print']], [['print']], [['print']]]"
108,3047135689787353568,"[['2023-02-27_03-01-42_UTC_3.jpg'], ['3047135689787353568_1.jpg'], ['3047135689787353568_2.jpg']]","[[['floral']], [['print']], [['print', 'striped']]]"
109,3053816368885542279,"[['2023-03-08_08-15-01_UTC_10.jpg'], ['3053816368885542279_1.jpg'], ['3053816368885542279_2.jpg'], ['3053816368885542279_3.jpg'], ['3053816368885542279_4.jpg'], ['3053816368885542279_5.jpg'], ['3053816368885542279_6.jpg'], ['3053816368885542279_7.jpg'], ['3053816368885542279_8.jpg'], ['3053816368885542279_9.jpg']]","[[['print']], [['floral']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral']], [['print']], [['print']], [['print']], [['floral', 'print']]]"
110,3057156766285908033,"[['2023-03-12_22-51-47_UTC_10.jpg'], ['3057156766285908033_1.jpg'], ['3057156766285908033_2.jpg'], ['3057156766285908033_3.jpg'], ['3057156766285908033_4.jpg'], ['3057156766285908033_5.jpg'], ['3057156766285908033_6.jpg'], ['3057156766285908033_7.jpg'], ['3057156766285908033_8.jpg'], ['3057156766285908033_9.jpg']]","[[['floral', 'print']], [['print']], [['floral']], [['floral']], [['print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['print']]]"
111,3061503646213888754,"[['2023-03-18_22-48-16_UTC_5.jpg'], ['3061503646213888754_1.jpg'], ['3061503646213888754_2.jpg'], ['3061503646213888754_3.jpg'], ['3061503646213888754_4.jpg']]","[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]"
112,3068504349324346498,[['3068504349324346498.jpg']],[[['print']]]
113,3070170251592479183,"[['2023-03-30_21-47-16_UTC_6.jpg'], ['3070170251592479183_1.jpg'], ['3070170251592479183_2.jpg'], ['3070170251592479183_3.jpg'], ['3070170251592479183_4.jpg'], ['3070170251592479183_5.jpg']]","[[['print']], [['print']], [['print']], [['floral', 'print']], [['print']], [['floral', 'print']]]"
114,3072892458765283966,"[['2023-04-03_15-55-48_UTC_9.jpg'], ['3072892458765283966_1.jpg'], ['3072892458765283966_2.jpg'], ['3072892458765283966_3.jpg'], ['3072892458765283966_4.jpg'], ['3072892458765283966_5.jpg'], ['3072892458765283966_6.jpg'], ['3072892458765283966_7.jpg'], ['3072892458765283966_8.jpg']]","[[['dot']], [['floral']], [['floral']], [['floral']], [['floral', 'print']], [['graphic']], [['print']], [['print']], [['floral']]]"
115,3085336298792671070,"[['2023-04-20_19-59-29_UTC_5.jpg'], ['3085336298792671070_1.jpg'], ['3085336298792671070_3.jpg'], ['3085336298792671070_4.jpg']]","[[['floral', 'print']], [['floral']], [['print']], [['floral', 'print']]]"
116,3086094310297739690,[['3086094310297739690.jpg']],"[[['floral', 'print']]]"
117,3087613175670435635,"[['2023-04-23_23-23-14_UTC_2.jpg'], ['3087613175670435635_1.jpg']]","[[['floral', 'print']], [['print']]]"
118,3087614393385761175,"[['2023-04-23_23-25-39_UTC_4.jpg'], ['3087614393385761175_1.jpg'], ['3087614393385761175_2.jpg'], ['3087614393385761175_3.jpg']]","[[['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
119,3091884132715011677,"[['2023-04-29_20-48-52_UTC_8.jpg'], ['3091884132715011677_1.jpg'], ['3091884132715011677_2.jpg'], ['3091884132715011677_3.jpg'], ['3091884132715011677_4.jpg'], ['3091884132715011677_5.jpg'], ['3091884132715011677_6.jpg'], ['3091884132715011677_7.jpg']]","[[['print']], [['print']], [['print']], [['floral']], [['graphic']], [['floral', 'print']], [['floral', 'print']], [['print']]]"
120,3092844330418850501,"[['2023-05-01_04-36-37_UTC_3.jpg'], ['3092844330418850501_1.jpg'], ['3092844330418850501_2.jpg']]","[[['floral']], [['print']], [['floral']]]"
121,3102719945786901580,"[['2023-05-14_19-37-42_UTC_2.jpg'], ['3102719945786901580_1.jpg']]","[[['floral', 'print']], [['floral', 'print']]]"
122,3105838418277546891,"[['2023-05-19_02-53-33_UTC_10.jpg'], ['3105838418277546891_1.jpg'], ['3105838418277546891_3.jpg'], ['3105838418277546891_4.jpg'], ['3105838418277546891_5.jpg'], ['3105838418277546891_6.jpg'], ['3105838418277546891_7.jpg'], ['3105838418277546891_8.jpg'], ['3105838418277546891_9.jpg']]","[[['print']], [['floral', 'print']], [['floral']], [['print']], [['floral', 'print']], [['floral']], [['print']], [['print']], [['floral']]]"
123,3111408193522511451,"[['2023-05-26_19-19-41_UTC_4.jpg'], ['3111408193522511451_1.jpg'], ['3111408193522511451_2.jpg'], ['3111408193522511451_3.jpg']]","[[['print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
124,3112718758551837873,"[['3112718758551837873_1.jpg'], ['3112718758551837873_2.jpg']]","[[['floral', 'print']], [['floral', 'print']]]"
