,carpeta_numero,nombre_imagen,textura
125,3119345847782104493,"[['2023-06-06_18-10-24_UTC_3.jpg'], ['3119345847782104493_1.jpg'], ['3119345847782104493_2.jpg']]","[[['floral', 'print']], [['print']], [['floral']]]"
126,3120169515093429855,"[['2023-06-07_21-26-52_UTC_5.jpg'], ['3120169515093429855_1.jpg'], ['3120169515093429855_2.jpg'], ['3120169515093429855_3.jpg'], ['3120169515093429855_4.jpg']]","[[['print']], [['print']], [['floral', 'print']], [['floral']], [['floral']]]"
127,3130929925846528941,"[['2023-06-22_17-45-53_UTC_5.jpg'], ['3130929925846528941_1.jpg'], ['3130929925846528941_2.jpg'], ['3130929925846528941_3.jpg'], ['3130929925846528941_4.jpg']]","[[['floral']], [['print']], [['print']], [['floral']], [['print']]]"
128,3131837677778946159,"[['2023-06-23_23-49-26_UTC_3.jpg'], ['3131837677778946159_1.jpg'], ['3131837677778946159_2.jpg']]","[[['floral']], [['print']], [['print']]]"
129,3135993159586002554,"[['2023-06-29_17-25-38_UTC_4.jpg'], ['3135993159586002554_1.jpg'], ['3135993159586002554_2.jpg'], ['3135993159586002554_3.jpg']]","[[['print']], [['print']], [['print']], [['print']]]"
130,3142092890897120057,"[['2023-07-08_03-24-42_UTC_2.jpg'], ['3142092890897120057_1.jpg']]","[[['print']], [['print']]]"
131,3143211495147210762,"[['2023-07-09_16-27-10_UTC_2.jpg'], ['3143211495147210762_1.jpg']]","[[['print']], [['print']]]"
132,3145616749755518937,"[['2023-07-13_00-05-59_UTC_2.jpg'], ['3145616749755518937_1.jpg']]","[[['print']], [['floral']]]"
133,3147149252765129008,"[['2023-07-15_02-50-48_UTC_3.jpg'], ['3147149252765129008_1.jpg'], ['3147149252765129008_2.jpg']]","[[['floral']], [['floral', 'print']], [['print']]]"
134,3150088826579496843,"[['2023-07-19_04-11-12_UTC_3.jpg'], ['3150088826579496843_1.jpg'], ['3150088826579496843_2.jpg']]","[[['print']], [['print']], [['print']]]"
135,3155518096843575129,"[['2023-07-26_15-58-12_UTC_6.jpg'], ['3155518096843575129_1.jpg'], ['3155518096843575129_2.jpg'], ['3155518096843575129_3.jpg'], ['3155518096843575129_4.jpg'], ['3155518096843575129_5.jpg']]","[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral']]]"
136,3155792690796324723,"[['2023-07-27_01-03-46_UTC_5.jpg'], ['3155792690796324723_1.jpg'], ['3155792690796324723_2.jpg'], ['3155792690796324723_3.jpg'], ['3155792690796324723_4.jpg']]","[[['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['print']]]"
137,3156314439069029424,"[['2023-07-27_18-20-23_UTC_4.jpg'], ['3156314439069029424_1.jpg'], ['3156314439069029424_2.jpg'], ['3156314439069029424_3.jpg']]","[[['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]"
138,3158734713841180363,"[['2023-07-31_02-29-02_UTC_3.jpg'], ['3158734713841180363_1.jpg'], ['3158734713841180363_2.jpg']]","[[['floral', 'print']], [['floral']], [['floral']]]"
139,3159929824915128106,"[['2023-08-01_18-03-31_UTC_6.jpg'], ['3159929824915128106_1.jpg'], ['3159929824915128106_2.jpg'], ['3159929824915128106_3.jpg'], ['3159929824915128106_4.jpg'], ['3159929824915128106_5.jpg']]","[[['floral']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral']]]"
140,3172454727903509652,"[['2023-08-19_00-48-15_UTC_4.jpg'], ['3172454727903509652_1.jpg'], ['3172454727903509652_2.jpg'], ['3172454727903509652_3.jpg']]","[[['print']], [['floral', 'print']], [['print']], [['floral', 'print']]]"
141,3195076908130844580,"[['2023-09-19_05-54-30_UTC_10.jpg'], ['3195076908130844580_1.jpg'], ['3195076908130844580_2.jpg'], ['3195076908130844580_3.jpg'], ['3195076908130844580_4.jpg'], ['3195076908130844580_5.jpg'], ['3195076908130844580_6.jpg'], ['3195076908130844580_7.jpg'], ['3195076908130844580_8.jpg'], ['3195076908130844580_9.jpg']]","[[['floral']], [['floral', 'print']], [['print']], [['print']], [['floral']], [['print']], [['floral']], [['floral']], [['floral']], [['floral']]]"
142,3199233750057797279,"[['2023-09-24_23-33-24_UTC_10.jpg'], ['3199233750057797279_1.jpg'], ['3199233750057797279_2.jpg'], ['3199233750057797279_3.jpg'], ['3199233750057797279_4.jpg'], ['3199233750057797279_5.jpg'], ['3199233750057797279_6.jpg'], ['3199233750057797279_7.jpg'], ['3199233750057797279_8.jpg']]","[[['print']], [['floral', 'print']], [['print']], [['floral']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral']], [['print']]]"
143,3202156445313439575,"[['2023-09-29_00-20-16_UTC_7.jpg'], ['3202156445313439575_1.jpg'], ['3202156445313439575_2.jpg'], ['3202156445313439575_3.jpg'], ['3202156445313439575_4.jpg'], ['3202156445313439575_5.jpg'], ['3202156445313439575_6.jpg']]","[[['floral', 'print']], [['floral']], [['print']], [['print']], [['floral', 'print']], [['floral']], [['print']]]"
144,3202883222809741051,"[['2023-09-30_00-24-15_UTC_3.jpg'], ['3202883222809741051_1.jpg'], ['3202883222809741051_2.jpg']]","[[['floral']], [['floral', 'print']], [['print']]]"
145,3207105484423045604,"[['2023-10-05_20-13-08_UTC_10.jpg'], ['3207105484423045604_1.jpg'], ['3207105484423045604_2.jpg'], ['3207105484423045604_3.jpg'], ['3207105484423045604_4.jpg'], ['3207105484423045604_5.jpg'], ['3207105484423045604_6.jpg'], ['3207105484423045604_7.jpg'], ['3207105484423045604_8.jpg'], ['3207105484423045604_9.jpg']]","[[['floral']], [['floral']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['print']], [['floral', 'print']]]"
146,3214420597164340858,"[['2023-10-15_22-26-57_UTC_4.jpg'], ['3214420597164340858_1.jpg'], ['3214420597164340858_2.jpg'], ['3214420597164340858_3.jpg']]","[[['floral', 'print']], [['print']], [['floral', 'print']], [['print']]]"
147,3214449321922421116,"[['2023-10-15_23-24-01_UTC_3.jpg'], ['3214449321922421116_1.jpg'], ['3214449321922421116_2.jpg']]","[[['floral', 'print']], [['floral']], [['floral']]]"
148,3215314788082039485,"[['2023-10-17_04-03-33_UTC_5.jpg'], ['3215314788082039485_1.jpg'], ['3215314788082039485_2.jpg'], ['3215314788082039485_3.jpg'], ['3215314788082039485_4.jpg']]","[[['floral']], [['print']], [['floral']], [['floral']], [['floral', 'print']]]"
149,3215725947180861112,"[['2023-10-17_17-40-27_UTC_4.jpg'], ['3215725947180861112_1.jpg'], ['3215725947180861112_2.jpg'], ['3215725947180861112_3.jpg']]","[[['floral', 'print']], [['floral']], [['print']], [['floral', 'print']]]"
150,3219505326217530577,"[['3219505326217530577_1.jpg'], ['3219505326217530577_2.jpg'], ['3219505326217530577_3.jpg'], ['3219505326217530577_4.jpg'], ['3219505326217530577_5.jpg'], ['3219505326217530577_6.jpg'], ['3219505326217530577_7.jpg']]","[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['print']], [['floral', 'print']]]"
151,3223801041182854342,"[['2023-10-28_21-04-13_UTC_6.jpg'], ['3223801041182854342_1.jpg'], ['3223801041182854342_2.jpg'], ['3223801041182854342_3.jpg'], ['3223801041182854342_4.jpg'], ['3223801041182854342_5.jpg']]","[[['print']], [['floral']], [['floral']], [['print']], [['print']], [['floral']]]"
