post_id,sentiment_label
706127404787215576,4.3979591836734695
726850003791949657,4.806451612903226
750279570149781113,4.490196078431373
753968933316504646,4.938775510204081
759494888059481892,4.4186046511627906
776010417280560349,5.0
807538745183219565,3.6153846153846154
814762083097947923,4.636363636363637
820568347983916120,3.7083333333333335
824665416281534088,4.25
836887782612970557,4.5
840542440933994173,4.083333333333333
849436738307927791,3.6363636363636362
850755829174021293,4.285714285714286
855048732478189160,4.666666666666667
862240022336809996,4.681818181818182
864693370637954832,4.090909090909091
888065620615278069,4.2
888125383684303990,4.615384615384615
914034438193720449,3.7058823529411766
926322274339041207,4.714285714285714
981564630516281314,3.3529411764705883
981653988812435177,4.153846153846154
994398301136793101,4.642857142857143
997892644107628295,4.6
1001129260787871655,4.071428571428571
1031132668982635845,4.230769230769231
1043108807741451542,4.8
1060065445597589407,3.875
1064866363170008643,4.538461538461538
1077191736163479148,4.777777777777778
1091979500377517975,3.5454545454545454
1093171863082937361,4.666666666666667
1095189007350017352,4.428571428571429
1103240675752848443,4.523809523809524
1103261991230942852,4.571428571428571
1109025407635729513,3.8636363636363638
1109775902864223713,4.866666666666666
1112389366640192538,3.4705882352941178
1114891739174448378,4.285714285714286
1128668386633624796,5.0
1135535524178734087,4.285714285714286
1140193280726838478,4.806451612903226
1147925862688140783,5.0
1150195239831645622,4.428571428571429
1150403695465376850,5.0
1157322852018597420,4.2
1158815454723223398,4.333333333333333
1166991228353556437,4.304347826086956
1170650049202531556,4.333333333333333
1174996598544051717,5.0
1178186242098114343,4.0
1182935039948795279,4.0
1185120387332222035,4.0
1187351600906284456,3.5
1193066743388614490,5.0
1193578649232780519,4.3125
1195997059442978064,5.0
1202171554641915445,4.571428571428571
1204523927121079550,4.461538461538462
1209598917394738932,5.0
1216976511123500553,3.857142857142857
1228944561838140804,5.0
1250074779688546121,4.3125
1280139367260578346,3.642857142857143
1281417247999188122,5.0
1282291872488561724,3.2
1301821447463736933,5.0
1307672499798717346,3.878787878787879
1315378134363563665,4.333333333333333
1317795621768164742,4.2727272727272725
1323500243644089480,4.555555555555555
1332614817341385218,4.0625
1340617765203772622,4.6923076923076925
1352560717731734053,5.0
1354015712662635565,3.769230769230769
1361209903914203058,5.0
1365552553375290433,4.538461538461538
1371270150859238402,4.2
1377057339421431093,4.636363636363637
1377895419007102084,4.285714285714286
1380470024183742898,5.0
1384257542494755820,4.590909090909091
1386263866380304747,4.777777777777778
1391575511994441069,4.375
1393020143202641142,4.166666666666667
1397501671269919735,4.166666666666667
1398203117812345164,4.483870967741935
1398709068080404748,5.0
1402892343938209281,4.5
1403667116066730826,5.0
1405417042232026593,4.181818181818182
1406091940919710458,4.565217391304348
1410180366694527636,4.6875
1416372280359760972,4.8
1430508004247933525,4.0
1437845865024491790,4.428571428571429
1441682110402213168,4.5
1442230763265090791,4.566666666666666
1443697298051651173,4.809523809523809
1453109677272448036,4.142857142857143
1453695189704193630,3.9473684210526314
1457608134313941773,4.454545454545454
1459139492203808710,4.461538461538462
1460520756915763017,4.25
1470689090143622894,4.2631578947368425
1475646198772820545,3.769230769230769
1480029329491648356,4.2
1481638505704389174,3.8636363636363638
1485557677554700995,4.659090909090909
1492274123991303116,4.085714285714285
1492906293307787893,4.321428571428571
1493692949341485902,3.909090909090909
1495122447702307431,4.333333333333333
1495290144189509553,3.8636363636363638
1496045257387793354,4.12
1496543294908443840,4.142857142857143
1496763846286517210,4.473684210526316
1497591104651910239,4.5
1498018097407187468,4.888888888888889
1502952529204410863,4.435897435897436
1505501204280276551,4.517241379310345
1506859093464414087,4.046875
1507573951311558712,4.178571428571429
1508003112337516614,3.6923076923076925
1508672469577058316,4.321428571428571
1511582543568025013,4.303030303030303
1514911639886814401,4.12
1519010060595731228,4.25
1523502343117664326,4.041666666666667
1526995383992155816,3.90625
1531365466608501183,4.363636363636363
1538769029328661806,4.1
1539275328588019725,4.241379310344827
1541117759910438371,4.592592592592593
1542414269491434163,3.8275862068965516
1549474903089162979,4.5625
1550889115887725045,4.65625
1551954581410364575,4.147058823529412
1557371765947366970,4.5
1566373864945157059,4.055555555555555
1568279421876524368,4.379310344827586
1569150875413461806,4.161290322580645
1571462525780791760,5.0
1577902013658811741,4.153846153846154
1579300772804420965,4.52
1582230275113448637,4.075
1593234446616696783,4.454545454545454
1593933007755019111,4.391304347826087
1598209791166180698,4.523809523809524
1598955245520780466,4.0588235294117645
1611655978305133129,4.9
1620650371049509560,4.7
1627248342876736718,3.980392156862745
1630149757886486303,4.645161290322581
1630876081332624546,4.25
1647360954335263577,4.407407407407407
1652656886081847978,4.682926829268292
1657755810589157913,4.647058823529412
1663102172944054107,4.5625
1666483628512748395,4.631578947368421
1669937098242802000,4.52
1675880686042509464,4.6
1677748020692864542,4.363636363636363
1681521183738101769,4.407407407407407
1682422587407405808,4.475
1683134056079931706,4.511627906976744
1685885297038338171,4.46
1686685528231116017,4.666666666666667
1687844820342759419,4.404761904761905
1692234681610694989,4.607142857142857
1694601576364382694,4.735294117647059
1702643775605818752,4.714285714285714
1704086501752599551,4.854166666666667
1704435907559453800,4.666666666666667
1717137748361590201,4.339285714285714
1718573774829357407,4.533333333333333
1723661668686311331,4.538461538461538
1724327336574443212,4.625
1727745286161657220,4.704225352112676
1731604965375705972,4.841463414634147
1733079717323960860,4.655737704918033
1733707121851386993,4.479166666666667
1743963402512035622,4.730337078651686
1744714957590665208,4.6923076923076925
1745897135049956897,4.25
1747284767646279499,4.717391304347826
1749722737372389513,4.304635761589404
1754792265152421781,4.478260869565218
1757747668571952528,4.405063291139241
1758319350781486388,4.27536231884058
1759177576783489087,4.294117647058823
1760607909894813525,4.583333333333333
1761255355888874648,4.380165289256198
1762637473655209018,4.471544715447155
1765491412440472249,4.589285714285714
1766445603052721069,4.322916666666667
1767882480376968409,4.3559322033898304
1771487280444282369,4.333333333333333
1775757827059650124,4.390410958904109
1776476999662116497,4.308219178082192
1781658247360904032,4.630681818181818
1783750050918529261,4.455223880597015
1785237218786614647,4.496240601503759
1786682401134972810,4.318181818181818
1789371497162507100,3.8343949044585988
1793738576053624511,4.622448979591836
1798937708774878652,4.579710144927536
1803432189767363453,4.73558648111332
1805199124230117436,4.48125
1807649987506982162,4.523297491039426
1812439075060427280,4.650847457627119
1812797107669775649,4.608910891089109
1813162538762777859,4.403061224489796
1813886564955095113,4.52755905511811
