,carpeta_numero,nombre_imagen,prediccion
77,2103234241551419908,"[['2019-08-04_18-58-01_UTC.jpg'], ['2103234241551419908.jpg']]","[['Skirt'], ['Skirt']]"
78,2108339365324093133,"[['2019-08-11_20-00-59_UTC_2.jpg'], ['2108339365324093133_1.jpg']]","[['Jacket'], ['Dress']]"
79,2112653963380729976,[['2112653963380729976.jpg']],[['Tee']]
80,2115560460544675981,"[['2019-08-21_19-08-01_UTC_2.jpg'], ['2115560460544675981_1.jpg']]","[['Shorts'], ['Dress']]"
81,2126426914836181521,"[['2019-09-05_18-57-43_UTC_2.jpg'], ['2126426914836181521_1.jpg']]","[['Dress'], ['Dress']]"
82,2129330129711839879,[['2129330129711839879.jpg']],[['Tee']]
83,2133701111253666693,"[['2019-09-15_19-50-15_UTC_2.jpg'], ['2133701111253666693_1.jpg']]","[['Shorts'], ['Tee']]"
84,2135157900415469799,[['2135157900415469799.jpg']],[['Blouse']]
85,2140938574141371181,"[['2019-09-25_19-29-48_UTC_2.jpg'], ['2140938574141371181_1.jpg']]","[['Skirt'], ['Dress']]"
86,2146028643457969991,[['2146028643457969991.jpg']],[['Sweater']]
87,2149676103657205061,"[['2019-10-07_20-49-42_UTC_2.jpg'], ['2149676103657205061_1.jpg']]","[['Tee'], ['Tee']]"
88,2159035607720975853,"[['2019-10-20_18-45-22_UTC_3.jpg'], ['2159035607720975853_1.jpg'], ['2159035607720975853_2.jpg']]","[['Skirt'], ['Skirt'], ['Dress']]"
89,2167007854410773703,[['2167007854410773703.jpg']],[['Tee']]
90,2180179737616444957,"[['2019-11-18_22-54-59_UTC_4.jpg'], ['2180179737616444957_2.jpg'], ['2180179737616444957_3.jpg']]","[['Blouse'], ['Tee'], ['Tee']]"
91,2187384507691407419,[['2187384507691407419.jpg']],[['Tee']]
92,2201882633831209197,[['2201882633831209197.jpg']],[['Sweater']]
93,2204689463468995225,[['2204689463468995225.jpg']],[['Skirt']]
94,2215603669785846178,"[['2020-01-06_19-56-01_UTC_2.jpg'], ['2215603669785846178_1.jpg']]","[['Tee'], ['Tee']]"
95,2225794316182080052,"[['2020-01-20_21-23-00_UTC_4.jpg'], ['2225794316182080052_1.jpg'], ['2225794316182080052_2.jpg'], ['2225794316182080052_3.jpg']]","[['Jeans'], ['Dress'], ['Jacket'], ['Top']]"
96,2236656030088124945,[['2236656030088124945.jpg']],[['Tee']]
97,2251885847704059487,[['2251885847704059487.jpg']],[['Tee']]
98,2262688917211905906,[['2262688917211905906.jpg']],[['Dress']]
99,2293130178481592568,"[['2020-04-22_19-07-21_UTC_2.jpg'], ['2293130178481592568_1.jpg']]","[['Dress'], ['Dress']]"
100,2303274275712230438,[['2303274275712230438.jpg']],[['Sweater']]
101,2322168075662858226,[['2322168075662858226.jpg']],[['Blouse']]
102,2343887443706316923,"[['2020-07-01_19-52-58_UTC_3.jpg'], ['2343887443706316923_1.jpg'], ['2343887443706316923_2.jpg']]","[['Skirt'], ['Sweater'], ['Tee']]"
103,2345328800337838542,"[['2020-07-03_19-36-41_UTC_2.jpg'], ['2345328800337838542_1.jpg']]","[['Dress'], ['Blouse']]"
104,2347515929545326385,[['2347515929545326385_1.jpg']],[['Blouse']]
105,2351169864365557682,"[['2020-07-11_21-01-50_UTC_2.jpg'], ['2351169864365557682_1.jpg']]","[['Jeans'], ['Blouse']]"
106,2354000961651024371,[['2354000961651024371.jpg']],[['Sweater']]
107,2369199416979396163,"[['2020-08-05_18-03-21_UTC_3.jpg'], ['2369199416979396163_1.jpg'], ['2369199416979396163_2.jpg']]","[['Dress'], ['Blouse'], ['Blouse']]"
108,2377941341311941574,"[['2020-08-17_19-31-59_UTC_2.jpg'], ['2377941341311941574_1.jpg']]","[['Jeans'], ['Shorts']]"
109,2388807222543793364,"[['2020-09-01_19-20-33_UTC_2.jpg'], ['2388807222543793364_1.jpg']]","[['Tee'], ['Blouse']]"
110,2389530534446191141,[['2389530534446191141.jpg']],[['Shorts']]
111,2394666347891144855,"[['2020-09-09_21-21-35_UTC_2.jpg'], ['2394666347891144855_1.jpg']]","[['Dress'], ['Tee']]"
112,2398935489414430653,"[['2020-09-15_18-43-37_UTC_2.jpg'], ['2398935489414430653_1.jpg']]","[['Dress'], ['Tee']]"
113,2404064534141729837,"[['2020-09-22_20-34-06_UTC_2.jpg'], ['2404064534141729837_1.jpg']]","[['Jacket'], ['Shorts']]"
114,2408279748139772120,[['2408279748139772120.jpg']],[['Sweater']]
115,2408780414255646922,[['2408780414255646922.jpg']],[['Blouse']]
116,2421399644557757055,[['2421399644557757055.jpg']],[['Jacket']]
117,2443867022595797630,[['2443867022595797630.jpg']],[['Blouse']]
118,2466432827300732213,"[['2020-12-17_21-48-46_UTC_2.jpg'], ['2466432827300732213_1.jpg']]","[['Jeans'], ['Blouse']]"
119,2483065048400672054,[['2483065048400672054.jpg']],[['Blouse']]
120,2506233191591717587,"[['2021-02-10_19-44-59_UTC_2.jpg'], ['2506233191591717587_1.jpg']]","[['Skirt'], ['Jacket']]"
121,2531624219005736677,"[['2021-03-17_20-32-26_UTC_2.jpg'], ['2531624219005736677_1.jpg']]","[['Dress'], ['Tee']]"
122,2534452199453187666,[['2534452199453187666.jpg']],[['Blouse']]
123,2545386103915887291,"[['2021-04-05_20-14-50_UTC_3.jpg'], ['2545386103915887291_1.jpg'], ['2545386103915887291_2.jpg']]","[['Blouse'], ['Blouse'], ['Blouse']]"
