,carpeta_numero,nombre_imagen,prediccion
72,2944115790295344388,"[['2022-10-07_23-39-33_UTC_4.jpg'], ['2944115790295344388_1.jpg'], ['2944115790295344388_2.jpg'], ['2944115790295344388_3.jpg']]","[['Dress'], ['Dress'], ['Blouse'], ['Dress']]"
73,2947782403564982777,"[['2022-10-13_01-04-27_UTC_3.jpg'], ['2947782403564982777_1.jpg'], ['2947782403564982777_2.jpg']]","[['Tee'], ['Tee'], ['Tee']]"
74,2952077875720795007,"[['2952077875720795007_1.jpg'], ['2952077875720795007_2.jpg'], ['2952077875720795007_3.jpg']]","[['Skirt'], ['Blouse'], ['Skirt']]"
75,2960080687328365148,"[['2960080687328365148_1.jpg'], ['2960080687328365148_2.jpg']]","[['Sweater'], ['Sweater']]"
76,2962320731219745364,"[['2022-11-02_02-29-31_UTC_2.jpg'], ['2962320731219745364_1.jpg']]","[['Blouse'], ['Blouse']]"
77,2999186525167180261,"[['2022-12-22_23-15-16_UTC_5.jpg'], ['2999186525167180261_1.jpg'], ['2999186525167180261_3.jpg'], ['2999186525167180261_4.jpg']]","[['Tee'], ['Tee'], ['Tee'], ['Blouse']]"
78,3007921139717089271,"[['2023-01-04_00-29-23_UTC_6.jpg'], ['3007921139717089271_1.jpg'], ['3007921139717089271_2.jpg'], ['3007921139717089271_3.jpg'], ['3007921139717089271_4.jpg']]","[['Tee'], ['Dress'], ['Sweater'], ['Tee'], ['Tee']]"
79,3013743854712918251,"[['2023-01-12_01-18-05_UTC_3.jpg'], ['3013743854712918251_1.jpg'], ['3013743854712918251_2.jpg']]","[['Top'], ['Tee'], ['Tee']]"
80,3014452222620827516,"[['2023-01-13_00-45-29_UTC_6.jpg'], ['3014452222620827516_1.jpg'], ['3014452222620827516_2.jpg'], ['3014452222620827516_3.jpg'], ['3014452222620827516_4.jpg'], ['3014452222620827516_5.jpg']]","[['Sweater'], ['Tee'], ['Skirt'], ['Dress'], ['Tee'], ['Blouse']]"
81,3033310167731097415,[['3033310167731097415.jpg']],[['Top']]
82,3043394140025552196,"[['2023-02-21_23-07-54_UTC_3.jpg'], ['3043394140025552196_1.jpg'], ['3043394140025552196_2.jpg']]","[['Tee'], ['Tee'], ['Sweater']]"
83,3049229609438675714,"[['2023-03-02_00-21-57_UTC_3.jpg'], ['3049229609438675714_1.jpg'], ['3049229609438675714_2.jpg']]","[['Dress'], ['Dress'], ['Dress']]"
84,3060081863242740405,"[['2023-03-16_23-43-26_UTC_4.jpg'], ['3060081863242740405_1.jpg'], ['3060081863242740405_2.jpg'], ['3060081863242740405_3.jpg']]","[['Tee'], ['Jacket'], ['Tee'], ['Skirt']]"
85,3070931799464172676,"[['2023-03-31_23-00-19_UTC_3.jpg'], ['3070931799464172676_1.jpg'], ['3070931799464172676_2.jpg']]","[['Dress'], ['Tee'], ['Sweater']]"
86,3073847980708827274,"[['2023-04-04_23-34-15_UTC_3.jpg'], ['3073847980708827274_1.jpg'], ['3073847980708827274_2.jpg']]","[['Tee'], ['Tee'], ['Jacket']]"
87,3076058248767594934,"[['2023-04-08_00-45-40_UTC_2.jpg'], ['3076058248767594934_1.jpg']]","[['Skirt'], ['Shorts']]"
88,3081844580575942710,"[['2023-04-16_00-22-04_UTC_3.jpg'], ['3081844580575942710_1.jpg'], ['3081844580575942710_2.jpg']]","[['Shorts'], ['Jeans'], ['Shorts']]"
89,3099963399278197762,"[['3099963399278197762_1.jpg'], ['3099963399278197762_2.jpg'], ['3099963399278197762_3.jpg'], ['3099963399278197762_4.jpg'], ['3099963399278197762_5.jpg']]","[['Dress'], ['Shorts'], ['Blouse'], ['Dress'], ['Dress']]"
90,3108644839294741594,"[['2023-05-22_23-49-24_UTC_2.jpg'], ['3108644839294741594_1.jpg']]","[['Skirt'], ['Tee']]"
91,3115165281417420564,"[['2023-05-31_23-44-21_UTC_4.jpg'], ['3115165281417420564_1.jpg'], ['3115165281417420564_2.jpg']]","[['Top'], ['Tee'], ['Sweater']]"
92,3207294882905542946,"[['2023-10-06_02-29-26_UTC_3.jpg'], ['3207294882905542946_1.jpg'], ['3207294882905542946_2.jpg']]","[['Tee'], ['Tee'], ['Sweater']]"
93,3218817341307606734,"[['2023-10-22_00-02-30_UTC_2.jpg'], ['3218817341307606734_1.jpg']]","[['Sweater'], ['Tee']]"
