post_id,sentiment_label,prediccion,date_local,likes,comments,textura,Usuario
2712794993419787393,4.705882352941177,"[['Dress'], ['Jacket'], ['Tee']]",2021-11-22_19-46-25_UTC,84588,144,"[[['print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
2716479423497677242,4.412162162162162,"[['Sweater'], ['Shorts'], ['Skirt'], ['Jacket'], ['Blouse'], ['Skirt'], ['Skirt'], ['Blouse']]",2021-11-27_21-46-43_UTC,99992,155,"[[['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['print']]]",danielasalazarc_
2717226264218223401,4.330769230769231,"[['Sweater'], ['Dress'], ['Dress'], ['Skirt'], ['Dress'], ['Shorts'], ['Skirt'], ['Tee'], ['Top']]",2021-11-28_22-30-34_UTC,129926,148,"[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']]]",danielasalazarc_
2718734093246453114,4.253012048192771,"[['Jacket'], ['Tee'], ['Jacket'], ['Sweater'], ['Tee'], ['Shorts'], ['Sweater'], ['Shorts']]",2021-12-01_00-26-21_UTC,96086,189,"[[['floral', 'print']], [['floral']], [['floral']], [['print']], [['floral', 'print']], [['print']], [['floral']], [['floral']]]",danielasalazarc_
2722102531849555091,4.409594095940959,"[['Sweater'], ['Jacket'], ['Tee'], ['Blouse'], ['Tee'], ['Blouse'], ['Skirt'], ['Tee']]",2021-12-05_15-58-50_UTC,141489,293,"[[['floral', 'print']], [['print']], [['print']], [['print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
2745311236334202956,4.64390243902439,"[['Top'], ['Tee'], ['Shorts'], ['Tee']]",2022-01-06_16-30-23_UTC,106555,227,"[[['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']]]",danielasalazarc_
2778584732772447295,4.189024390243903,"[['Skirt'], ['Skirt'], ['Tee'], ['Tee'], ['Sweater']]",2022-02-21_14-18-53_UTC,140077,214,"[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]",danielasalazarc_
2788017587219029358,4.651129943502825,"[['Jacket'], ['Dress'], ['Tee'], ['Skirt'], ['Skirt'], ['Tee']]",2022-03-06_14-40-17_UTC,242567,744,"[[['print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['floral']]]",danielasalazarc_
2803310219746713199,4.635,"[['Sweater'], ['Blouse'], ['Shorts'], ['Skirt'], ['Jacket'], ['Skirt'], ['Tee'], ['Tee']]",2022-03-27_17-04-01_UTC,202362,420,"[[['floral', 'print']], [['floral', 'print']], [['floral']], [['floral']], [['print']], [['floral']], [['floral']], [['print']]]",danielasalazarc_
2817808379818952107,4.196969696969697,"[['Skirt'], ['Dress'], ['Jacket'], ['Tee'], ['Skirt'], ['Jacket'], ['Dress'], ['Skirt'], ['Dress']]",2022-04-16_17-09-16_UTC,82749,76,"[[['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['print']], [['print']], [['print']]]",danielasalazarc_
2821489057706235869,4.565040650406504,"[['Shorts'], ['Sweater'], ['Skirt'], ['Skirt'], ['Skirt'], ['Skirt'], ['Dress']]",2022-04-21_19-02-07_UTC,164507,256,"[[['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['floral']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
2835115675347578481,4.52972972972973,"[['Skirt'], ['Tee'], ['Tee'], ['Skirt'], ['Blouse'], ['Tee'], ['Dress']]",2022-05-10_14-15-47_UTC,91588,186,"[[['floral', 'print']], [['floral', 'print']], [['print']], [['floral']], [['floral', 'print']], [['print']], [['floral']]]",danielasalazarc_
2838100253615966198,4.881188118811881,"[['Sweater'], ['Jacket'], ['Tee'], ['Tee'], ['Blouse']]",2022-05-14_17-05-36_UTC,49986,514,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']]]",danielasalazarc_
2839703869690969186,2.0922619047619047,"[['Tee'], ['Tee'], ['Blouse'], ['Sweater'], ['Shorts']]",2022-05-16_22-11-42_UTC,84622,1397,"[[['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral']]]",danielasalazarc_
2853479571468658405,4.363636363636363,"[['Jeans'], ['Dress'], ['Dress'], ['Dress'], ['Tee'], ['Dress'], ['Dress'], ['Shorts']]",2022-06-04_22-21-34_UTC,54683,47,"[[['print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
2860481235417498875,4.532051282051282,"[['Dress'], ['Sweater'], ['Skirt'], ['Dress']]",2022-06-14_14-12-37_UTC,90766,161,"[[['floral']], [['print']], [['print']], [['print']]]",danielasalazarc_
2863473199696020735,4.649253731343284,"[['Skirt'], ['Jacket'], ['Skirt'], ['Dress'], ['Dress'], ['Tee'], ['Dress'], ['Blouse'], ['Sweater'], ['Dress']]",2022-06-18_17-17-07_UTC,93665,140,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
2878769327890770395,4.416326530612245,"[['Top'], ['Tee'], ['Jacket'], ['Skirt'], ['Skirt'], ['Blouse']]",2022-07-09_19-47-48_UTC,104450,279,"[[['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
2890320448111420691,4.620952380952381,"[['Blouse'], ['Dress'], ['Dress'], ['Top'], ['Dress'], ['Dress']]",2022-07-25_18-17-48_UTC,213264,550,"[[['floral']], [['floral', 'print']], [['floral']], [['print']], [['floral']], [['print']]]",danielasalazarc_
2893127446293106178,2.426603073661897,"[['Tee'], ['Shorts'], ['Jacket'], ['Tee'], ['Jacket'], ['Skirt'], ['Blouse'], ['Jacket']]",2022-07-29_15-14-49_UTC,138435,1976,"[[['floral']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
2896318274728952116,3.926829268292683,"[['Tee'], ['Tee'], ['Tee'], ['Jeans'], ['Sweater'], ['Tee'], ['Tee'], ['Tee'], ['Dress'], ['Tee']]",2022-08-03_00-54-25_UTC,190039,524,"[[['floral']], [['floral']], [['floral', 'print']], [['print']], [['print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['floral', 'print']], [['floral']]]",danielasalazarc_
2931802644629517027,4.426086956521739,"[['Tee'], ['Skirt'], ['Blouse'], ['Dress'], ['Skirt'], ['Skirt'], ['Jacket'], ['Dress']]",2022-09-20_23-55-32_UTC,91803,131,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['print']]]",danielasalazarc_
2955445737870693677,4.415637860082304,"[['Blouse'], ['Shorts'], ['Shorts'], ['Jacket'], ['Skirt']]",2022-10-23_14-50-08_UTC,195162,257,"[[['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']]]",danielasalazarc_
2977536903583164696,4.535031847133758,[['Tee']],2022-11-23_02-21-20_UTC,107310,483,[[['print']]],danielasalazarc_
2989037343097839094,4.289473684210527,"[['Sweater'], ['Tee'], ['Top'], ['Skirt'], ['Top'], ['Sweater'], ['Sweater']]",2022-12-08_23-10-39_UTC,103667,454,"[[['floral', 'print']], [['floral']], [['floral']], [['floral']], [['floral', 'print']], [['floral', 'print']], [['print']]]",danielasalazarc_
2997128036244114702,4.553956834532374,"[['Top'], ['Top'], ['Top']]",2022-12-20_03-05-25_UTC,61325,141,"[[['floral', 'print']], [['floral']], [['floral']]]",danielasalazarc_
3003351429285629057,4.820030406689472,"[['Jeans'], ['Dress'], ['Dress'], ['Skirt'], ['Blouse'], ['Dress']]",2022-12-28_17-10-11_UTC,89050,5803,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
3017715314276863659,4.637873754152824,"[['Skirt'], ['Blouse'], ['Skirt'], ['Top'], ['Jacket'], ['Skirt']]",2023-01-17_12-48-40_UTC,142524,328,"[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']]]",danielasalazarc_
3030368507242721815,4.492700729927007,"[['Dress'], ['Dress'], ['Tee'], ['Dress'], ['Dress'], ['Top']]",2023-02-03_23-48-18_UTC,225870,360,"[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['floral']]]",danielasalazarc_
3031894298492782469,4.443609022556391,"[['Dress'], ['Dress'], ['Jacket'], ['Skirt'], ['Shorts'], ['Tee'], ['Tee'], ['Dress']]",2023-02-06_02-19-47_UTC,185911,140,"[[['print']], [['print']], [['print']], [['print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
3032960054152822191,4.478632478632479,"[['Dress'], ['Blouse'], ['Dress'], ['Jacket'], ['Top'], ['Dress']]",2023-02-07_13-37-15_UTC,85354,138,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['print']]]",danielasalazarc_
3039146846924722520,4.679558011049724,"[['Sweater'], ['Tee'], ['Jacket'], ['Tee'], ['Sweater'], ['Jacket'], ['Skirt'], ['Tee'], ['Jacket']]",2023-02-16_02-29-18_UTC,129355,185,"[[['floral', 'print']], [['floral', 'print']], [['floral']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral']], [['floral']]]",danielasalazarc_
3051984377278406779,4.359504132231405,"[['Skirt'], ['Skirt'], ['Shorts'], ['Tee']]",2023-03-05_19-35-11_UTC,174290,267,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']]]",danielasalazarc_
3057714403911182000,4.44,"[['Sweater'], ['Jacket'], ['Skirt'], ['Dress'], ['Tee'], ['Dress'], ['Dress'], ['Dress']]",2023-03-13_17-19-43_UTC,122987,111,"[[['floral', 'print']], [['floral']], [['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['floral', 'print']], [['print']]]",danielasalazarc_
3062074958193328152,4.655813953488372,"[['Jacket'], ['Skirt'], ['Blouse'], ['Skirt'], ['Jacket'], ['Dress'], ['Shorts'], ['Skirt']]",2023-03-19_17-43-22_UTC,173595,226,"[[['floral']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]",danielasalazarc_
3084737495602156228,4.481081081081081,"[['Tee'], ['Jeans'], ['Sweater'], ['Tee'], ['Skirt'], ['Jacket'], ['Jeans'], ['Jacket']]",2023-04-20_00-09-47_UTC,104262,202,"[[['floral']], [['floral']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral']], [['floral']], [['print']]]",danielasalazarc_
3095247558280814043,4.391959798994975,"[['Dress'], ['Shorts'], ['Dress'], ['Dress'], ['Shorts'], ['Dress'], ['Dress']]",2023-05-04_12-11-24_UTC,164106,213,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
3102565191909041335,4.944444444444445,"[['Jacket'], ['Dress'], ['Sweater'], ['Sweater'], ['Sweater'], ['Jacket'], ['Jacket'], ['Blouse']]",2023-05-14_14-30-14_UTC,112112,110,"[[['floral', 'print']], [['floral']], [['print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
3136003124372359981,4.590062111801243,"[['Skirt'], ['Jeans'], ['Skirt'], ['Dress'], ['Skirt'], ['Tee'], ['Shorts'], ['Jacket'], ['Jeans'], ['Shorts']]",2023-06-29_17-45-26_UTC,105799,166,"[[['floral']], [['print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['print']]]",danielasalazarc_
3165908699410684835,4.291666666666667,"[['Dress'], ['Jacket'], ['Dress'], ['Skirt'], ['Sweater']]",2023-08-10_00-02-28_UTC,82897,78,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
3167833980048891706,4.404411764705882,"[['Skirt'], ['Jeans'], ['Dress'], ['Shorts'], ['Shorts'], ['Dress']]",2023-08-12_15-47-39_UTC,75522,144,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",danielasalazarc_
3186217316357741075,3.672131147540984,"[['Shorts'], ['Shorts'], ['Skirt'], ['Jacket'], ['Jacket'], ['Dress'], ['Shorts'], ['Sweater'], ['Skirt'], ['Shorts']]",2023-09-07_00-32-04_UTC,46051,68,"[[['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['floral', 'print']]]",danielasalazarc_
3193405042692503921,4.47244094488189,"[['Tee'], ['Dress'], ['Dress'], ['Tee'], ['Skirt'], ['Dress'], ['Tee'], ['Jacket']]",2023-09-16_22-32-48_UTC,83096,273,"[[['print']], [['floral']], [['floral']], [['floral', 'print']], [['floral']], [['print']], [['floral', 'print']], [['print']]]",danielasalazarc_
3194185283421764050,4.371428571428571,"[['Dress'], ['Blouse'], ['Sweater'], ['Tee'], ['Blouse'], ['Shorts'], ['Shorts'], ['Skirt']]",2023-09-18_00-23-00_UTC,68074,109,"[[['floral']], [['floral']], [['print']], [['print']], [['print']], [['print']], [['floral', 'print']], [['print']]]",danielasalazarc_
3208446869071626006,3.4571428571428573,"[['Tee'], ['Skirt'], ['Shorts'], ['Jacket'], ['Skirt'], ['Blouse'], ['Blouse'], ['Shorts'], ['Dress']]",2023-10-07_16-38-13_UTC,69162,40,"[[['floral', 'print']], [['print']], [['floral', 'print']], [['print']], [['print']], [['print']], [['floral']], [['print']], [['floral', 'print']]]",danielasalazarc_
3217161309438743288,4.428571428571429,[['Dress']],2023-10-19_17-12-15_UTC,84983,46,[[['print']]],danielasalazarc_
3218606025346839490,4.129032258064516,"[['Jacket'], ['Tee'], ['Sweater'], ['Skirt'], ['Skirt'], ['Tee'], ['Sweater']]",2023-10-21_17-02-39_UTC,48518,36,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']], [['print']], [['floral']], [['floral']]]",danielasalazarc_
2536202155624655880,4.3861209964412815,"[['Jacket'], ['Skirt']]",2021-03-24_04-07-58_UTC,1596964,8530,"[[['floral', 'print']], [['print']]]",domelipa
2551076567456850267,4.415594329334788,"[['Blouse'], ['Jacket']]",2021-04-13_16-40-46_UTC,1842880,11476,"[[['print']], [['print']]]",domelipa
2630893407040824439,4.453646608547736,"[['Skirt'], ['Tee']]",2021-08-01_19-42-35_UTC,1928481,10435,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
2672200357535773026,4.498888641920427,[['Shorts']],2021-09-27_19-32-07_UTC,1739337,10857,[[['floral']]],domelipa
2706588191886926640,4.457164068299925,"[['Tee'], ['Tee'], ['Tee']]",2021-11-14_06-14-37_UTC,1906949,7217,"[[['floral']], [['print']], [['print']]]",domelipa
2709416292507929864,4.391889618038028,"[['Blouse'], ['Sweater']]",2021-11-18_03-53-33_UTC,1366370,6302,"[[['floral']], [['floral']]]",domelipa
2732393554442103768,4.355974842767296,"[['Jacket'], ['Jacket'], ['Tee']]",2021-12-19_20-45-16_UTC,2008299,9486,"[[['floral', 'print']], [['floral', 'print']], [['floral']]]",domelipa
2755567793223406264,4.358109741358472,"[['Sweater'], ['Tee'], ['Tee']]",2022-01-20_20-08-20_UTC,1629819,8739,"[[['floral', 'print']], [['floral']], [['floral', 'print']]]",domelipa
2765273894582174154,4.435064245513433,[['Tee']],2022-02-03_05-32-38_UTC,1612736,20259,[[['floral']]],domelipa
2765988469950620337,4.370938723674463,"[['Tee'], ['Jacket']]",2022-02-04_05-12-22_UTC,1642235,12125,"[[['print']], [['floral']]]",domelipa
2768070580026935016,4.387227451447635,[['Skirt']],2022-02-07_02-09-08_UTC,1680150,9008,[[['print']]],domelipa
2778051784060828821,4.351164483260553,"[['Sweater'], ['Tee'], ['Tee']]",2022-02-20_20-40-01_UTC,1378925,5857,"[[['floral']], [['graphic']], [['print']]]",domelipa
2778854879191693819,4.4113408521303255,"[['Blouse'], ['Dress']]",2022-02-21_23-15-37_UTC,1445822,6768,"[[['floral', 'print']], [['floral']]]",domelipa
2835209337972688167,4.32050961778666,[['Jeans']],2022-05-10_17-21-52_UTC,1146385,8585,[[['floral']]],domelipa
2839804721034103000,4.291961734376941,"[['Shorts'], ['Shorts']]",2022-05-17_01-32-04_UTC,1294920,9348,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
2851450940504250031,4.435992122107336,"[['Skirt'], ['Shorts']]",2022-06-02_03-11-02_UTC,1328500,4659,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
2854218848913483737,4.583234103357943,[['Tee']],2022-06-05_22-50-22_UTC,937529,4411,[[['print']]],domelipa
2874531028502346575,4.317460317460317,"[['Jacket'], ['Skirt'], ['Blouse'], ['Skirt']]",2022-07-03_23-27-03_UTC,2015415,10387,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']]]",domelipa
2886148763905514833,4.468790081231296,"[['Jeans'], ['Top']]",2022-07-20_00-09-25_UTC,1443648,4977,"[[['print']], [['floral', 'print']]]",domelipa
2888153498040856957,4.754874064706502,[['Jacket']],2022-07-22_18-32-28_UTC,822374,11339,[[['print']]],domelipa
2895295917801290880,4.237339743589744,[['Dress']],2022-08-01_15-03-11_UTC,1426418,6711,"[[['floral', 'print']]]",domelipa
2905434300494071807,4.742434068309555,[['Tee']],2022-08-15_14-46-20_UTC,1401992,12350,[[['floral']]],domelipa
2912017574390297286,4.402666102412188,[['Top']],2022-08-24_16-46-07_UTC,1578852,5223,"[[['floral', 'print']]]",domelipa
2917777022723399457,4.437153117858309,[['Sweater']],2022-09-01_15-29-07_UTC,1027678,3243,[[['print']]],domelipa
2933051220270174300,4.480285520054385,"[['Top'], ['Dress']]",2022-09-22_17-16-13_UTC,1270157,3145,"[[['print']], [['floral']]]",domelipa
2940309982118858632,4.413021702838064,"[['Dress'], ['Tee'], ['Jacket'], ['Sweater'], ['Dress']]",2022-10-02_17-38-05_UTC,1676933,6448,"[[['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",domelipa
2944801018913194366,4.296832801374908,"[['Dress'], ['Blouse'], ['Tee'], ['Skirt']]",2022-10-08_22-20-59_UTC,1212065,4398,"[[['print']], [['floral']], [['floral', 'print']], [['floral', 'print']]]",domelipa
2963515191615298472,4.36231884057971,[['Tee']],2022-11-03_18-02-42_UTC,727292,2946,"[[['floral', 'print']]]",domelipa
2977603275978390078,4.363329783457579,[['Blouse']],2022-11-23_04-33-12_UTC,788920,6109,[[['print']]],domelipa
2978825533677717385,4.4567714631197095,"[['Top'], ['Shorts']]",2022-11-24_21-01-37_UTC,1274915,3641,"[[['print']], [['floral']]]",domelipa
2983791913363539647,3.965055050263284,"[['Blouse'], ['Jacket']]",2022-12-01_17-28-55_UTC,2362607,5258,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
2984617481538567287,4.472765957446809,[['Tee']],2022-12-02_20-49-11_UTC,1844367,5360,[[['print']]],domelipa
2989758161318765400,4.3779745434421695,"[['Dress'], ['Tee'], ['Jeans']]",2022-12-09_23-02-48_UTC,978352,2014,"[[['floral']], [['floral']], [['floral']]]",domelipa
3001368218237976977,4.415714780200761,[['Tee']],2022-12-25_23-29-54_UTC,1128450,3389,"[[['floral', 'print']]]",domelipa
3023122865084607614,4.294313369630974,"[['Tee'], ['Sweater'], ['Sweater']]",2023-01-24_23-52-30_UTC,824021,3811,"[[['floral', 'print']], [['floral', 'print']], [['floral']]]",domelipa
3026013359284168896,4.3283190883190885,[['Skirt']],2023-01-28_23-35-24_UTC,1013990,9553,[[['print']]],domelipa
3035317307140949711,4.322567940133911,"[['Sweater'], ['Sweater']]",2023-02-10_19-40-41_UTC,1079898,5492,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
3037554296716083569,4.33091202582728,"[['Tee'], ['Jacket'], ['Tee'], ['Jacket']]",2023-02-13_21-45-11_UTC,994326,4163,"[[['print']], [['floral', 'print']], [['print']], [['floral', 'print']]]",domelipa
3041202649773572384,4.330721003134796,[['Shorts']],2023-02-18_22-33-48_UTC,3575377,11076,"[[['floral', 'print']]]",domelipa
3042476086445899539,4.401734887503388,"[['Dress'], ['Skirt']]",2023-02-20_16-43-54_UTC,946749,3926,"[[['print']], [['print']]]",domelipa
3062936546987073447,4.283601795616583,"[['Dress'], ['Jacket'], ['Blouse']]",2023-03-20_22-15-11_UTC,1459633,4067,"[[['floral']], [['floral']], [['floral']]]",domelipa
3067346898285700346,4.221229293809939,"[['Shorts'], ['Shorts']]",2023-03-27_00-17-46_UTC,940259,4893,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
3070151579181651743,4.33904435560632,"[['Sweater'], ['Blouse'], ['Sweater'], ['Blouse'], ['Tee']]",2023-03-30_21-10-10_UTC,1339849,5671,"[[['floral']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']]]",domelipa
3071633402248187995,4.327134540750324,[['Sweater']],2023-04-01_22-14-17_UTC,1422334,6845,[[['print']]],domelipa
3082460835973270908,4.308962264150943,"[['Tee'], ['Tee']]",2023-04-16_20-46-28_UTC,799356,3260,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
3082460835973270908,4.308962264150943,"[['Tee'], ['Tee']]",2023-04-16_20-46-28_UTC,799375,3260,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
3092681816666701209,4.288713910761155,"[['Jacket'], ['Tee'], ['Tee'], ['Blouse'], ['Tee'], ['Blouse'], ['Dress'], ['Tee'], ['Blouse'], ['Skirt']]",2023-04-30_23-13-43_UTC,1077403,2436,"[[['graphic']], [['print']], [['floral']], [['print']], [['print']], [['print']], [['floral']], [['print']], [['floral', 'print']], [['floral', 'print']]]",domelipa
3100047346981224036,4.261728395061728,"[['Sweater'], ['Sweater'], ['Sweater']]",2023-05-11_03-07-43_UTC,1547244,4783,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",domelipa
3101462096566929684,4.21523178807947,"[['Dress'], ['Top'], ['Jacket'], ['Shorts']]",2023-05-13_01-58-34_UTC,974058,3274,"[[['print']], [['print']], [['print']], [['print']]]",domelipa
3112895692138034727,4.502681992337164,"[['Dress'], ['Dress'], ['Skirt'], ['Sweater'], ['Blouse']]",2023-05-28_20-35-05_UTC,1000556,3045,"[[['print']], [['print']], [['floral', 'print']], [['print']], [['floral']]]",domelipa
3113674545450119000,4.384895104895105,"[['Top'], ['Tee'], ['Top']]",2023-05-29_22-22-32_UTC,1239209,3847,"[[['print']], [['print']], [['print']]]",domelipa
3120185652469693821,4.441864750322462,"[['Skirt'], ['Tee'], ['Jacket']]",2023-06-07_21-58-56_UTC,2210145,6166,"[[['floral', 'print']], [['floral']], [['floral', 'print']]]",domelipa
3121505150678304384,4.620634497467342,"[['Tee'], ['Tee'], ['Skirt'], ['Tee'], ['Skirt']]",2023-06-09_17-40-33_UTC,1479968,4299,"[[['floral', 'print']], [['print']], [['floral', 'print']], [['floral']], [['floral', 'print']]]",domelipa
3132725388170039107,4.361093247588425,"[['Jeans'], ['Tee']]",2023-06-25_05-13-09_UTC,999979,3388,"[[['floral', 'print']], [['floral', 'print']]]",domelipa
3140325180191353245,4.522653721682848,"[['Dress'], ['Blouse'], ['Dress'], ['Skirt']]",2023-07-05_16-52-35_UTC,1802010,4129,"[[['floral', 'print']], [['print']], [['floral', 'print']], [['print']]]",domelipa
3141320060275295700,4.498691955526488,"[['Sweater'], ['Sweater']]",2023-07-07_01-49-14_UTC,1298553,3275,"[[['floral', 'print']], [['print']]]",domelipa
3142007064973663500,4.453528731199383,"[['Sweater'], ['Tee'], ['Jacket']]",2023-07-08_00-34-11_UTC,1334225,2771,"[[['floral', 'print']], [['print']], [['floral']]]",domelipa
3143489391091422928,4.518966908797418,"[['Dress'], ['Skirt'], ['Skirt'], ['Tee']]",2023-07-10_01-39-18_UTC,1689905,4065,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral']]]",domelipa
3145406044960242544,4.440463065049614,"[['Tee'], ['Top'], ['Dress'], ['Top'], ['Blouse'], ['Tee'], ['Top'], ['Dress'], ['Top']]",2023-07-12_17-07-21_UTC,1551136,3734,"[[['print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral']]]",domelipa
3145406044960242544,4.440463065049614,"[['Tee'], ['Top'], ['Dress'], ['Top'], ['Blouse'], ['Tee'], ['Top'], ['Dress'], ['Top']]",2023-07-12_17-07-21_UTC,1551155,3734,"[[['print']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['floral', 'print']], [['print']], [['floral', 'print']], [['floral', 'print']], [['floral']]]",domelipa
3146195603629506966,4.401709401709402,"[['Tee'], ['Blouse'], ['Blouse'], ['Tee']]",2023-07-13_19-16-04_UTC,1036605,2944,"[[['graphic']], [['print']], [['graphic']], [['print']]]",domelipa
3146857527564257105,4.405840886203424,"[['Tee'], ['Tee'], ['Tee']]",2023-07-14_17-11-11_UTC,874452,2164,"[[['print']], [['print']], [['floral', 'print']]]",domelipa
3163547432415627862,4.385788414698719,"[['Blouse'], ['Shorts'], ['Dress'], ['Blouse'], ['Blouse'], ['Skirt'], ['Jacket']]",2023-08-06_17-51-03_UTC,1245324,10489,"[[['floral', 'print']], [['print']], [['floral']], [['floral', 'print']], [['floral', 'print']], [['floral']], [['print']]]",domelipa
3164278858014519743,4.390456644433042,"[['Tee'], ['Tee'], ['Dress'], ['Tee'], ['Blouse']]",2023-08-07_18-04-16_UTC,996494,8100,"[[['print']], [['floral']], [['print']], [['dot']], [['floral']]]",domelipa
3176854466690798884,4.28270929743374,"[['Dress'], ['Tee']]",2023-08-25_02-29-45_UTC,961970,9829,"[[['floral', 'print']], [['print']]]",domelipa
3178111170389738849,4.444314185228605,"[['Blouse'], ['Jacket'], ['Blouse']]",2023-08-26_20-06-36_UTC,879214,3693,"[[['floral', 'print']], [['print']], [['floral', 'print']]]",domelipa
3187603695378025511,4.363956043956044,[['Jacket']],2023-09-08_22-26-33_UTC,684933,2436,[[['print']]],domelipa
3190391375710970185,4.373483535528596,"[['Dress'], ['Top']]",2023-09-12_18-45-11_UTC,798323,2458,"[[['print']], [['floral', 'print']]]",domelipa
3190998961397408390,4.288728149487644,"[['Tee'], ['Top']]",2023-09-13_14-52-20_UTC,688332,1825,"[[['print']], [['print']]]",domelipa
3202864674131016507,4.4186765615337045,"[['Tee'], ['Blouse'], ['Jacket'], ['Tee'], ['Shorts'], ['Jacket'], ['Tee']]",2023-09-29_23-47-24_UTC,807946,1710,"[[['floral']], [['floral']], [['print']], [['print']], [['floral']], [['print']], [['graphic']]]",domelipa
3207954834967032496,4.449567723342939,"[['Sweater'], ['Shorts'], ['Jeans']]",2023-10-07_00-20-38_UTC,1266998,2514,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]",domelipa
3218104674627862445,4.433092726263187,"[['Sweater'], ['Blouse'], ['Blouse']]",2023-10-21_00-26-33_UTC,901709,1875,"[[['floral']], [['floral', 'print']], [['print']]]",domelipa
