post_id,sentiment_label,prediccion,date_local,likes,comments,textura
2536202155624655880,4.3861209964412815,"[['Jacket'], ['Skirt']]",2021-03-24_04-07-58_UTC,1596964,8530,"[[['floral', 'print']], [['print']]]"
2551076567456850267,4.415594329334788,"[['Blouse'], ['Jacket']]",2021-04-13_16-40-46_UTC,1842880,11476,"[[['print']], [['print']]]"
2630893407040824439,4.453646608547736,"[['Skirt'], ['Tee']]",2021-08-01_19-42-35_UTC,1928481,10435,"[[['floral', 'print']], [['floral', 'print']]]"
2672200357535773026,4.498888641920427,[['Shorts']],2021-09-27_19-32-07_UTC,1739337,10857,[[['floral']]]
2706588191886926640,4.457164068299925,"[['Tee'], ['Tee'], ['Tee']]",2021-11-14_06-14-37_UTC,1906949,7217,"[[['floral']], [['print']], [['print']]]"
2709416292507929864,4.391889618038028,"[['Blouse'], ['Sweater']]",2021-11-18_03-53-33_UTC,1366370,6302,"[[['floral']], [['floral']]]"
2732393554442103768,4.355974842767296,"[['Jacket'], ['Jacket'], ['Tee']]",2021-12-19_20-45-16_UTC,2008299,9486,"[[['floral', 'print']], [['floral', 'print']], [['floral']]]"
2755567793223406264,4.358109741358472,"[['Sweater'], ['Tee'], ['Tee']]",2022-01-20_20-08-20_UTC,1629819,8739,"[[['floral', 'print']], [['floral']], [['floral', 'print']]]"
2765273894582174154,4.435064245513433,[['Tee']],2022-02-03_05-32-38_UTC,1612736,20259,[[['floral']]]
2765988469950620337,4.370938723674463,"[['Tee'], ['Jacket']]",2022-02-04_05-12-22_UTC,1642235,12125,"[[['print']], [['floral']]]"
2768070580026935016,4.387227451447635,[['Skirt']],2022-02-07_02-09-08_UTC,1680150,9008,[[['print']]]
2778051784060828821,4.351164483260553,"[['Sweater'], ['Tee'], ['Tee']]",2022-02-20_20-40-01_UTC,1378925,5857,"[[['floral']], [['graphic']], [['print']]]"
2778854879191693819,4.4113408521303255,"[['Blouse'], ['Dress']]",2022-02-21_23-15-37_UTC,1445822,6768,"[[['floral', 'print']], [['floral']]]"
2835209337972688167,4.32050961778666,[['Jeans']],2022-05-10_17-21-52_UTC,1146385,8585,[[['floral']]]
2839804721034103000,4.291961734376941,"[['Shorts'], ['Shorts']]",2022-05-17_01-32-04_UTC,1294920,9348,"[[['floral', 'print']], [['floral', 'print']]]"
2851450940504250031,4.435992122107336,"[['Skirt'], ['Shorts']]",2022-06-02_03-11-02_UTC,1328500,4659,"[[['floral', 'print']], [['floral', 'print']]]"
2854218848913483737,4.583234103357943,[['Tee']],2022-06-05_22-50-22_UTC,937529,4411,[[['print']]]
2874531028502346575,4.317460317460317,"[['Jacket'], ['Skirt'], ['Blouse'], ['Skirt']]",2022-07-03_23-27-03_UTC,2015415,10387,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']]]"
2886148763905514833,4.468790081231296,"[['Jeans'], ['Top']]",2022-07-20_00-09-25_UTC,1443648,4977,"[[['print']], [['floral', 'print']]]"
2888153498040856957,4.754874064706502,[['Jacket']],2022-07-22_18-32-28_UTC,822374,11339,[[['print']]]
2895295917801290880,4.237339743589744,[['Dress']],2022-08-01_15-03-11_UTC,1426418,6711,"[[['floral', 'print']]]"
2905434300494071807,4.742434068309555,[['Tee']],2022-08-15_14-46-20_UTC,1401992,12350,[[['floral']]]
2912017574390297286,4.402666102412188,[['Top']],2022-08-24_16-46-07_UTC,1578852,5223,"[[['floral', 'print']]]"
2917777022723399457,4.437153117858309,[['Sweater']],2022-09-01_15-29-07_UTC,1027678,3243,[[['print']]]
2933051220270174300,4.480285520054385,"[['Top'], ['Dress']]",2022-09-22_17-16-13_UTC,1270157,3145,"[[['print']], [['floral']]]"
2940309982118858632,4.413021702838064,"[['Dress'], ['Tee'], ['Jacket'], ['Sweater'], ['Dress']]",2022-10-02_17-38-05_UTC,1676933,6448,"[[['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]"
