post_id,sentiment_label,textura
2536202155624655880,4.3861209964412815,"[[['floral', 'print']], [['print']]]"
2551076567456850267,4.415594329334788,"[[['print']], [['print']]]"
2630893407040824439,4.453646608547736,"[[['floral', 'print']], [['floral', 'print']]]"
2672200357535773026,4.498888641920427,[[['floral']]]
2706588191886926640,4.457164068299925,"[[['floral']], [['print']], [['print']]]"
2709416292507929864,4.391889618038028,"[[['floral']], [['floral']]]"
2732393554442103768,4.355974842767296,"[[['floral', 'print']], [['floral', 'print']], [['floral']]]"
2755567793223406264,4.358109741358472,"[[['floral', 'print']], [['floral']], [['floral', 'print']]]"
2765273894582174154,4.435064245513433,[[['floral']]]
2765988469950620337,4.370938723674463,"[[['print']], [['floral']]]"
2768070580026935016,4.387227451447635,[[['print']]]
2778051784060828821,4.351164483260553,"[[['floral']], [['graphic']], [['print']]]"
2778854879191693819,4.4113408521303255,"[[['floral', 'print']], [['floral']]]"
2835209337972688167,4.32050961778666,[[['floral']]]
2839804721034103000,4.291961734376941,"[[['floral', 'print']], [['floral', 'print']]]"
2851450940504250031,4.435992122107336,"[[['floral', 'print']], [['floral', 'print']]]"
2854218848913483737,4.583234103357943,[[['print']]]
2874531028502346575,4.317460317460317,"[[['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['print']]]"
2886148763905514833,4.468790081231296,"[[['print']], [['floral', 'print']]]"
2888153498040856957,4.754874064706502,[[['print']]]
2895295917801290880,4.237339743589744,"[[['floral', 'print']]]"
2905434300494071807,4.742434068309555,[[['floral']]]
2912017574390297286,4.402666102412188,"[[['floral', 'print']]]"
2917777022723399457,4.437153117858309,[[['print']]]
2933051220270174300,4.480285520054385,"[[['print']], [['floral']]]"
2940309982118858632,4.413021702838064,"[[['print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']], [['floral', 'print']]]"
2944801018913194366,4.296832801374908,"[[['print']], [['floral']], [['floral', 'print']], [['floral', 'print']]]"
2963515191615298472,4.36231884057971,"[[['floral', 'print']]]"
2977603275978390078,4.363329783457579,[[['print']]]
2978825533677717385,4.4567714631197095,"[[['print']], [['floral']]]"
2983791913363539647,3.965055050263284,"[[['floral', 'print']], [['floral', 'print']]]"
2984617481538567287,4.472765957446809,[[['print']]]
2989758161318765400,4.3779745434421695,"[[['floral']], [['floral']], [['floral']]]"
3001368218237976977,4.415714780200761,"[[['floral', 'print']]]"
3023122865084607614,4.294313369630974,"[[['floral', 'print']], [['floral', 'print']], [['floral']]]"
3026013359284168896,4.3283190883190885,[[['print']]]
3035317307140949711,4.322567940133911,"[[['floral', 'print']], [['floral', 'print']]]"
3037554296716083569,4.33091202582728,"[[['print']], [['floral', 'print']], [['print']], [['floral', 'print']]]"
3041202649773572384,4.330721003134796,"[[['floral', 'print']]]"
3042476086445899539,4.401734887503388,"[[['print']], [['print']]]"
3062936546987073447,4.283601795616583,"[[['floral']], [['floral']], [['floral']]]"
3067346898285700346,4.221229293809939,"[[['floral', 'print']], [['floral', 'print']]]"
3070151579181651743,4.33904435560632,"[[['floral']], [['print']], [['print']], [['floral', 'print']], [['floral', 'print']]]"
3071633402248187995,4.327134540750324,[[['print']]]
3082460835973270908,4.308962264150943,"[[['floral', 'print']], [['floral', 'print']]]"
