post_id,sentiment_label,textura
1053808238928940688,4.333333333333333,[[['floral']]]
1233604334273253257,3.967741935483871,"[[['floral', 'print']]]"
1244411126032977718,4.433962264150943,[[['floral']]]
1250082104616504630,3.695652173913044,[[['print']]]
1250611310630882374,3.9166666666666665,"[[['floral', 'print']]]"
1250947188918144990,4.8,[[['print']]]
1253654082686373378,3.684210526315789,"[[['floral', 'print']]]"
1255307177698872541,4.378378378378378,[[['floral']]]
1258086606208585005,4.256410256410256,[[['print']]]
1298037684598282420,3.422222222222222,"[[['floral', 'print']]]"
1862535601232957405,4.138686131386861,"[[['floral', 'print']]]"
1877109514705293431,3.522727272727273,"[[['floral', 'print']]]"
